Govind Prasad Mishra,Elected,18-May-09,In office,Madhya Pradesh,Sidhi,Bharatiya Janata Party,Male,Graduate,"B.A., LL.B. & D.C.E.; Educated at A.P.S. University, Reva (Madhya Pradesh) and; Samrat Ashok Technical Institute, Vidisha, Madhya Pradesh",64,39,0,176,95%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,44.4,0.4,222,82%
Gowdar Mallikarjunappa Siddeswara,Elected,18-May-09,In office,Karnataka,Davanagere,Bharatiya Janata Party,Male,Matric,"Educated at Bheemeshwara Rural Educational Society, Bheemasamudra (Karnataka) ",61,15,0,826,58%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,20.2,0.2,323,68%
Gurudas Dasgupta,Elected,18-May-09,In office,West Bengal,Ghatal,Communist Party of India,Male,Post Graduate,"M. Com; Educated at Asutosh College, Calcutta and; University College of Arts & Commerce, Calcutta",77,90,0,490,87%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.5,0.8,167,72%
Gurudas Kamat,Elected,18-May-09,In office,Maharashtra,Mumbai-North-West,Indian National Congress,Male,Post Graduate,"B.Com., LL.B., M.B.A.; Educated at R.A. Podar College of Commerce and Economics and Government Law College, Mumbai, Maharashtra",59,0,0,0,88%,"This MP was a Minister. He tendered his resignation on 28th October, 2012. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 29th October,  (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",7.7,0.2,65,76%,6.7,0.5,114,74%
H.D. Devegowda,Elected,18-May-09,In office,Karnataka,Hassan,Janata Dal (Secular),Male,Diploma Course,"D.C.E.; Educated at Government High School, Holenarsipura and Smt.L.V. Polytechnic, Hassan, Karnataka",80,28,0,0,60%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,20.2,0.2,323,68%
H.D. Kumaraswamy,Elected,18-May-09,21-05-2013,Karnataka,Bangalore Rural,Janata Dal (Secular),Male,Graduate,B.Sc.,53,2,0,0,32%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),33.5,0.8,265,76%,17.5,0.2,304,68%
Hamdullah Sayeed,Elected,18-May-09,In office,Lakshadweep,Lakshadweep,Indian National Congress,Male,Graduate,"B.Sc., LL.B.; Educated at Indian Law Society, Pune",31,36,2,572,81%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,36,2,572,81%
Hansraj Gangaram Ahir,Elected,18-May-09,In office,Maharashtra,Chandrapur,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"S.S.C.; Educated at L.T.Y. School, Chandrapur, Maharashtra",59,111,31,941,73%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,28,1.7,468,74%
Hari Manjhi,Elected,18-May-09,In office,Bihar,Gaya,Bharatiya Janata Party,Male,Under Matric,,50,17,0,119,96%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,43.3,0.7,310,88%
Haribhai Parthibhai Chaudhary,Elected,05-Aug-13,In office,Gujarat,Banaskantha,Bharatiya Janata Party,Male,Post Graduate,"Educated at Mumbai University, Mumbai (Maharashtra)",59,2,0,1,95%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),2.9,0,16,76%,3.8,0,18,77%
Haribhau Madhav Jawale,Elected,18-May-09,In office,Maharashtra,Raver,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at M.J. College, Jalgaon, Maharashtra",60,51,1,369,82%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,28,1.7,468,74%
Harin Pathak,Elected,18-May-09,In office,Gujarat,Ahmedabad East,Bharatiya Janata Party,Male,Graduate,"B.A., B.Ed.; Educated at Gujarat University, Ahmedabad (Gujarat) ",66,31,0,336,84%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,38.9,1.4,356,77%
Harischandra Deoram Chavan,Elected,18-May-09,In office,Maharashtra,Dindori,Bharatiya Janata Party,Male,Graduate,"B.A. (With English Special); Educated at K.G. Joshi College, Thane (Maharashtra) ",61,8,0,739,80%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,28,1.7,468,74%
Harish Choudhary,Elected,18-May-09,In office,Rajasthan,Barmer,Indian National Congress,Male,Post Graduate,"M.A. (Economics); Educated at Jai Narayanvyas University, Jodhpur, Rajasthan",43,53,0,597,87%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,49.1,1,283,88%
Harish Rawat,Elected,18-May-09,In office,Uttarakhand,Hardwar,Indian National Congress,Male,Graduate,"B.A., LL.B; Educated at Lucknow University, Uttar Pradesh",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Harsh Vardhan,Elected,18-May-09,In office,Uttar Pradesh,Maharajganj,Indian National Congress,Male,Graduate,"B.A.; Educated at Lucknow University , Uttar Pradesh",65,53,0,402,81%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Harsimrat Kaur Badal,Elected,18-May-09,In office,Punjab,Bathinda,Shiromani Akali Dal,Female,Graduate,Degree in Dress designing,47,33,0,262,79%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,23.4,0.7,161,79%
Hassan Khan,Elected,18-May-09,In office,Jammu and Kashmir,Ladakh,Independent,Male,Graduate,"B.A.; Educated at Kashmir University, Srinagar, Jammu & Kashmir",74,16,0,51,91%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.4,0,91,88%
Hemanand Biswal,Elected,18-May-09,In office,Orissa,Sundargarh,Indian National Congress,Male,Inter/ Higher Secondary,,73,13,0,296,88%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,33.9,0.9,362,75%
Hukamdeo Narayan Yadav,Elected,18-May-09,In office,Bihar,Madhubani,Bharatiya Janata Party,Male,Graduate,"Graduate, Amanat (Land surveying); Educated at Chandradhari Mithila College, Darbhanga, Bihar",74,82,0,286,96%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,43.3,0.7,310,88%
Ijyaraj Singh,Elected,18-May-09,In office,Rajasthan,Kota,Indian National Congress,Male,Post Graduate,"MBA (Marketing), B.Sc. (Computer Science); Educated at Columbia Business School, Columbia University, New York, U.S.A. and Brown University Providence, Rhode Island, U.S.A.",48,45,0,492,87%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,49.1,1,283,88%
Inder Singh Namdhari,Elected,18-May-09,In office,Jharkhand,Chatra,Independent,Male,Graduate,"B.E. (Telecommunication); Educated at BIT, Sindri, Jharkhand",71,21,2,182,91%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,37.5,0.8,236,67%
Inderjit Singh Rao,Elected,18-May-09,In office,Haryana,Gurgaon,Indian National Congress,Male,Graduate,"B.A. (Hons), LL.B., Educated at University of Delhi, Delhi",63,2,0,10,81%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,12,0.1,210,68%
Ingrid Mcleod,Nominated,18-Sep-09,In office,,,Independent,Female,Graduate,"Educated at Guru Ghasidas University, Bilaspur, Chhattisgarh",45,6,0,130,82%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),32.9,0.7,265,76%,41.6,0,145,90%
Ismail Hussain,Elected,18-May-09,In office,Assam,Barpeta,Indian National Congress,Male,Post Graduate,"M.A.; Educated at B.H. College, Howli, Barpeta, Assam and Gauwhati University, Assam",63,0,0,0,94%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,21,0.5,78,81%
J. Shantha,Elected,18-May-09,In office,Karnataka,Bellary,Bharatiya Janata Party,Female,Inter/ Higher Secondary,,40,11,0,516,54%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,20.2,0.2,323,68%
J.M. Aaron Rashid,Elected,18-May-09,In office,Tamil Nadu,Theni,Indian National Congress,Male,Inter/ Higher Secondary,"Educated at Sir Thiyagaraja College, Washermanpet, Chennai , Tamil Nadu",63,60,0,349,67%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,45.5,0.4,362,69%
Jadhav Baliram Sukur,Elected,18-May-09,In office,Maharashtra,Palghar,Bahujan Vikas Aaghadi,Male,Under Matric,,57,16,0,292,93%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,28,1.7,468,74%
Jadhav Prataprao Ganpatrao,Elected,18-May-09,In office,Maharashtra,Buldhana,Shiv Sena,Male,Under Graduate,"B.A. - II; Educated at Shri Shivaji College, Chikhil, Buldana",53,18,0,462,65%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,28,1.7,468,74%
Jagada Nand Singh,Elected,18-May-09,In office,Bihar,Buxar,Rashtriya Janata Dal,Male,Graduate,"B.Sc., LL.B.; Educated at Banaras Hindu University and Harish Chandra P.G. College, Varanasi",71,81,0,424,96%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,43.3,0.7,310,88%
Jagdambika Pal,Elected,18-May-09,In office,Uttar Pradesh,Domariyaganj,Indian National Congress,Male,Post Graduate,"M.A. (Pol. Science, Modern History & Ancient History) & LL.B.; Educated at Awadh University, L.L.B., Gorakhpur University",63,186,4,223,92%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Jagdish Sharma,Elected,18-May-09,30-09-2013,Bihar,Jahanabad,Janata Dal (United),Male,Graduate,"B.Vsc. & A.H., L.L.B.; Educated at Magadh University and Rajendra Agricultural University Pussa (Bihar) ",63,28,0,439,85%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,43.3,0.7,310,88%
Jagdish Singh Rana,Elected,18-May-09,In office,Uttar Pradesh,Saharanpur,Bahujan Samaj Party,Male,Graduate,"B.A.; Educated at J.V. Jain College, Saharanpur, Uttar Pradesh",59,15,0,236,87%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Jagdish Thakor,Elected,18-May-09,In office,Gujarat,Patan,Indian National Congress,Male,Matric,"Educated at N.S. Vidyalaya, Naroda, Gujarat",56,17,0,282,59%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,38.9,1.4,356,77%
Jai Prakash Agarwal,Elected,18-May-09,In office,Delhi,North East Delhi,Indian National Congress,Male,Graduate,"B.A.; Educated at Hansraj College, Delhi",69,82,23,829,98%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,31.8,5.7,279,84%
Jainarain Prasad Nishad,Elected,18-May-09,In office,Bihar,Muzaffarpur,Janata Dal (United),Male,Inter/ Higher Secondary,"Educated at Madhya Pradesh Education Board, Bhopal (Madhya Pradesh) ",83,8,0,100,80%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,43.3,0.7,310,88%
Jaipal Sudini Reddy,Elected,18-May-09,In office,Andhra Pradesh,Chelvella,Indian National Congress,Male,Post Graduate,"M.A. (English), B.J.; Educated at Osmania University, Hyderabad, Andhra Pradesh",71,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Janardhana Swamy,Elected,18-May-09,In office,Karnataka,Chitradurga,Bharatiya Janata Party,Male,Post Graduate,"M.E. (Electrical Communication Engineering); Educated at Indian Institute of Science (IISc), Bangalore, Karnataka",45,5,0,5,60%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,20.2,0.2,323,68%
Jaswant Singh,Elected,18-May-09,In office,West Bengal,Darjeeling,Bharatiya Janata Party,Male,Graduate,"B.A., B.Sc.; Educated at Mayo College, Ajmer, Joint Services Wing, Clement Town, Dehradun. N.D.A. Khadakvasla and Indian Military Academy, Dehradun",75,18,0,0,77%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.5,0.8,167,72%
Jayant Chaudhary,Elected,18-May-09,In office,Uttar Pradesh,Mathura,Rashtriya Lok Dal,Male,Post Graduate,"M.Sc., Accounts and Finance; Educated at Landon School of Economics and Political Science",34,44,2,180,83%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Jayaram Pangi,Elected,18-May-09,In office,Orissa,Koraput,Biju Janata Dal,Male,Inter/ Higher Secondary,"Educated at Govt. TRW High School, Sunabeda - 1, Orissa; Hal, Sunabeda",58,4,0,227,66%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,33.9,0.9,362,75%
Jayshreeben Kanubhai Patel,Elected,18-May-09,In office,Gujarat,Mehesana,Bharatiya Janata Party,Female,Matric,,54,123,1,463,85%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,38.9,1.4,356,77%
Jeetendra Singh Bundela,Elected,18-May-09,In office,Madhya Pradesh,Khajuraho,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B; Maharaja Mahavidyalya Chhattarpur, Madhya Pradesh and Motilal Vidhi Mahavidyalaya Chattarpur, Madhya Pradesh",55,53,0,336,89%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,44.4,0.4,222,82%
Jhansi Botcha Lakshmi,Elected,18-May-09,In office,Andhra Pradesh,Vizianagaram,Indian National Congress,Female,Doctorate,"M.A. (Philosophy), Ph.D.",49,141,2,357,90%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,19.5,0.4,321,68%
Jitender Singh Malik,Elected,18-May-09,In office,Haryana,Sonipat,Indian National Congress,Male,Graduate,"B.A., LL.B.",43,9,0,64,68%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,12,0.1,210,68%
Jitendra Singh,Elected,18-May-09,In office,Rajasthan,Alwar,Indian National Congress,Male,Graduate,"B.Com; Educated at Delhi University & Wynberg Allan, Mussoorie",42,0,0,0,69%,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",15.9,0.4,119,76%,17.3,0.5,105,88%
Jitin Prasada,Elected,18-May-09,In office,Uttar Pradesh,Dhaurahra,Indian National Congress,Male,Post Graduate,"M.B.A.; Educated at Sri Ram College of Commerce, Delhi and IMI, Delhi",40,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jose K. Mani,Elected,18-May-09,In office,Kerala,Kottayam,Kerala Congress (M),Male,Post Graduate,"B.Com., M.B.A. (Marketing); Educated at Loyola College, Chennai and P.S.G. College of Technology, Coimbatore",48,63,0,507,84%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,67.1,1.4,382,79%
Joseph Toppo,Elected,18-May-09,In office,Assam,Tezpur,Asom Gana Parishad,Male,Inter/ Higher Secondary,"H.S.L.C., Diploma in Automobile Engineering; Educated at Don Bosco Technical School Maligaon, Guwahati",59,19,0,147,75%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,21,0.5,78,81%
Jyoti Dhurve,Elected,18-May-09,In office,Madhya Pradesh,Betul,Bharatiya Janata Party,Female,Post Graduate,"M.A. (Political Science), Educated at Durga Mahavidhyala Raipur, Chattisgarh",47,72,0,364,86%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,44.4,0.4,222,82%
Jyoti Mirdha,Elected,18-May-09,In office,Rajasthan,Nagaur,Indian National Congress,Female,Graduate,"M.B.B.S.; Educated at SMS Medical College, Jaipur (Rajasthan) ",41,26,0,58,94%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,49.1,1,283,88%
Jyotiraditya Madhavrao Scindia,Elected,18-May-09,In office,Madhya Pradesh,Guna,Indian National Congress,Male,Post Graduate,"M.A., M.B.A.; Educated at Doon School, Dehradun, Harvard University (U.S.A.) and Stanford University, California (USA) ",42,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
K. C. Venugopal,Elected,18-May-09,In office,Kerala,Alappuzha,Indian National Congress,Male,Post Graduate,M.Sc. (Mathematics); Educated at Calicut University,50,39,0,235,84%,"This MP was appointed a minister in January, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 13th December, 2010. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",12.5,0.3,103,76%,24.4,0.3,156,79%
K. D. Deshmukh,Elected,18-May-09,In office,Madhya Pradesh,Balaghat,Bharatiya Janata Party,Male,Graduate,"B.Sc., LL.B.; Educated at Govt. J.S.T. College, Balaghat",64,58,0,191,61%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,44.4,0.4,222,82%
K. Jayaprakash Hegde,Elected,27-Mar-12,In office,Karnataka,Udupi Chikmagalur,Indian National Congress,Male,Graduate,Law,53,10,0,48,79%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),13.6,0.3,107,76%,9.2,0,128,68%
K. Jayasurya Prakash Reddy,Elected,18-May-09,In office,Andhra Pradesh,Kurnool,Indian National Congress,Male,Graduate,"B.A.; Educated at Nizam College, Hyderabad, Andhra Pradesh",62,0,0,499,56%,"This MP was appointed a minister in October 2012.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 7th September, 2012. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",28.8,0.6,215,76%,15.9,0.4,264,68%
K. Murugesan Anandan,Elected,18-May-09,In office,Tamil Nadu,Viluppuram,All India Anna Dravida Munnetra Kazhagam,Male,Under Graduate,"P.U.C.; Attended B.Sc course for three years; Educated at Govt. Arts College, Cuddalore, Tamil Nadu in the year 1971-74",61,22,1,195,91%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,45.5,0.4,362,69%
K. P. Dhanapalan,Elected,18-May-09,In office,Kerala,Chalakudy,Indian National Congress,Male,Graduate,"B.Sc. (Chemistry); Educated at U.C. College, Aluva",63,66,0,442,100%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,67.1,1.4,382,79%
K. Sugumar,Elected,18-May-09,In office,Tamil Nadu,Pollachi,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.Com.; Educated at P.S.G. College of Arts & Science, Coimbatore",52,40,0,574,87%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,45.5,0.4,362,69%
K.C. Singh Baba,Elected,18-May-09,In office,Uttarakhand,Nainital-Udhamsingh Nagar,Indian National Congress,Male,Inter/ Higher Secondary,"Senior Cambridge; Educated at St. Joseph`s College, Nainital, Uttarakhand",66,18,6,245,59%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,50.7,4.6,103,81%
K.H. Muniyappa,Elected,18-May-09,In office,Karnataka,Kolar,Indian National Congress,Male,Graduate,"B.A., LL.B.; Educated at Bangalore University (Karnataka) ",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
K.V. Thomas,Elected,18-May-09,In office,Kerala,Ernakulam,Indian National Congress,Male,Post Graduate,"M.Sc. (Chemistry); Educated at Scared Heart College, Cochin, Kerala",67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kabindra Purkayastha,Elected,18-May-09,In office,Assam,Silchar,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.T.; Educated at Gauhati University, Gauhati (Assam) ",81,33,1,127,90%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,21,0.5,78,81%
Kabir Suman,Elected,18-May-09,In office,West Bengal,Jadavpur,All India Trinamool Congress,Male,Graduate,"B.A. (Hons.) English Literature; Educated at Jadav University, Kolkata",63,3,0,0,32%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.5,0.8,167,72%
Kadir Rana,Elected,18-May-09,In office,Uttar Pradesh,Muzaffarnagar,Bahujan Samaj Party,Male,Under Matric,,52,1,0,92,58%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Kailash Joshi,Elected,18-May-09,In office,Madhya Pradesh,Bhopal,Bharatiya Janata Party,Male,Matric,,84,4,0,73,85%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,44.4,0.4,222,82%
Kaisar Jahan,Elected,18-May-09,In office,Uttar Pradesh,Sitapur,Bahujan Samaj Party,Female,Under Matric,Privately Educated,43,7,0,33,62%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Kakoli Ghosh Dastidar,Elected,18-May-09,In office,West Bengal,Barasat,All India Trinamool Congress,Female,Post Graduate,"M.B.B.S., Post Graduate Training in Obstetric Ultrasound; Educated at Auxilium Convent, Loreto House, R. G. Kar Medical College, King's College, London",54,25,1,13,67%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.5,0.8,167,72%
Kalikesh Narayan Singh Deo,Elected,18-May-09,In office,Orissa,Bolangir,Biju Janata Dal,Male,Graduate,"B.A. (Hons.) Economics; Educated at St. Stepen`s College, Delhi University",39,18,2,365,70%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,33.9,0.9,362,75%
Kalyan Banerjee,Elected,18-May-09,In office,West Bengal,Serampore,All India Trinamool Congress,Male,Graduate,"B.Com., LL.B; Educated at Bankura Samilani College, Bankura",56,38,0,0,74%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.5,0.8,167,72%
Kalyan Singh,Elected,18-May-09,In office,Uttar Pradesh,Etah,Independent,Male,Graduate,"B.A., L.T.; Educated at D.S. Degree College, Alligarh, Uttar Pradesh",81,1,0,0,52%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Kamal Kishor,Elected,18-May-09,In office,Uttar Pradesh,Bahraich,Indian National Congress,Male,Graduate,B.A.; Indian Armed Forces,57,102,0,250,96%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Kamal Nath,Elected,18-May-09,In office,Madhya Pradesh,Chhindwara,Indian National Congress,Male,Graduate,"B.Com.; Educated at St. Xavier's College, Calcutta, West Bengal",67,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kameshwar Baitha,Elected,18-May-09,In office,Jharkhand,Palamu,Jharkhand Mukti Morcha,Male,Matric,,57,35,0,254,42%,Complete attendance for this MP is not available (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,37.5,0.8,236,67%
Kamla Devi Patle,Elected,18-May-09,In office,Chhattisgarh,Janjgir-Champa,Bharatiya Janata Party,Female,Under Graduate,,47,16,0,347,72%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,13.3,0.5,168,61%
Kamlesh Balmiki,Elected,18-May-09,In office,Uttar Pradesh,Bulandshahr,Samajwadi Party,Male,Under Matric,,60,1,0,4,86%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Kamlesh Paswan,Elected,18-May-09,In office,Uttar Pradesh,Bansgaon,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Educated at St. Pauls School I.C.S.E. Board Gorakhpur and U.P. Board, Gorakhpur",37,19,0,109,81%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Kantilal Bhuria,Elected,18-May-09,In office,Madhya Pradesh,Ratlam,Indian National Congress,Male,Post Graduate,"M.A., LL.B.; Educated at Chandrashekhar Azad College, Distt. Jhabua, Madhya Pradesh",63,0,0,0,53%,"This MP was a Minister. He tendered his resignation on 12th July, 2011. Ministers represent the government in debates, so we do not report their participation. Participation and attendance details for this MP are thus available only from 13th July, 2011. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",20.6,0.4,162,76%,27.9,0.4,136,82%
Kapil Muni Karwariya,Elected,18-May-09,In office,Uttar Pradesh,Phulpur,Bahujan Samaj Party,Male,Graduate,"B.A., LL.B.; Educated at Allahabad University and Lucknow University",46,24,0,333,80%, (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.),36.5,0.8,281,76%,42.3,0.4,238,80%
Kapil Sibal,Elected,18-May-09,In office,Delhi,Chandni Chowk,Indian National Congress,Male,Post Graduate,"M.A. (History), LL. M.; Educated at St. Stephen`s College, University of Delhi, Delhi and Harward Law School, USA",65,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kariya Munda,Elected,18-May-09,In office,Jharkhand,Khunti,Bharatiya Janata Party,Male,Post Graduate,"M.A.; Educated at Ranchi University, Ranchi, Jharkhand",77,N/A,N/A,N/A,N/A,"As Deputy Speaker, this MP does not not sign the attendance register, ask questions, introduce private member bills, or participate in debates. (Data corresponds to the period 4 Jun 2009 to 6 Sep 2013.)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
